#module;property;value_type;entity;selection_set_service_method_name;get_name_method_name;get_value_method_name;complete_method_name;jsf converter;picker;name_l10n_key;valid_restrictions
PROBAND_DB;proband.autoDeleteDeadline;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.autoDeleteDeadlineByPeriod;IS_EQ_TODAY, IS_NE_TODAY, IS_GT_TODAY, IS_GE_TODAY, IS_LT_TODAY, IS_LE_TODAY, IS_GT_TODAY_PLUS_PERIOD, IS_GE_TODAY_PLUS_PERIOD, IS_EQ_TODAY_PLUS_PERIOD, IS_NE_TODAY_PLUS_PERIOD, IS_LT_TODAY_PLUS_PERIOD, IS_LE_TODAY_PLUS_PERIOD, IS_GT_TODAY_MINUS_PERIOD, IS_GE_TODAY_MINUS_PERIOD, IS_EQ_TODAY_MINUS_PERIOD, IS_NE_TODAY_MINUS_PERIOD, IS_LT_TODAY_MINUS_PERIOD, IS_LE_TODAY_MINUS_PERIOD
PROBAND_DB;proband.diagnoses.code.systematics.blocks.preferredRubricLabel;STRING;;;;;completeIcdSystBlockPreferredRubricLabel;;;proband.diagnoses.code.systematics.blocks.preferredRubricLabel;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
PROBAND_DB;proband.diagnoses.code.systematics.categories.preferredRubricLabel;STRING;;;;;completeIcdSystCategoryPreferredRubricLabel;;;proband.diagnoses.code.systematics.categories.preferredRubricLabel;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
PROBAND_DB;proband.diagnoses.code.text;STRING;;;;;completeAlphaIdText;;;proband.diagnoses.code.text;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
PROBAND_DB;proband.diagnoses.code.primaryCode;STRING;;;;;completeAlphaIdCode;;;proband.diagnoses.code.primaryCode;EQ, NE, LIKE, ILIKE
PROBAND_DB;proband.diagnoses.start;DATE;;;;;;;;proband.diagnoses.start;IS_NULL, EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.diagnoses.start;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.diagnoses.startByPeriod;IS_EQ_TODAY, IS_NE_TODAY, IS_GT_TODAY, IS_GE_TODAY, IS_LT_TODAY, IS_LE_TODAY, IS_GT_TODAY_PLUS_PERIOD, IS_GE_TODAY_PLUS_PERIOD, IS_EQ_TODAY_PLUS_PERIOD, IS_NE_TODAY_PLUS_PERIOD, IS_LT_TODAY_PLUS_PERIOD, IS_LE_TODAY_PLUS_PERIOD, IS_GT_TODAY_MINUS_PERIOD, IS_GE_TODAY_MINUS_PERIOD, IS_EQ_TODAY_MINUS_PERIOD, IS_NE_TODAY_MINUS_PERIOD, IS_LT_TODAY_MINUS_PERIOD, IS_LE_TODAY_MINUS_PERIOD
PROBAND_DB;proband.diagnoses.stop;DATE;;;;;;;;proband.diagnoses.stop;IS_NULL, EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.diagnoses.stop;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.diagnoses.stopByPeriod;IS_EQ_TODAY, IS_NE_TODAY, IS_GT_TODAY, IS_GE_TODAY, IS_LT_TODAY, IS_LE_TODAY, IS_GT_TODAY_PLUS_PERIOD, IS_GE_TODAY_PLUS_PERIOD, IS_EQ_TODAY_PLUS_PERIOD, IS_NE_TODAY_PLUS_PERIOD, IS_LT_TODAY_PLUS_PERIOD, IS_LE_TODAY_PLUS_PERIOD, IS_GT_TODAY_MINUS_PERIOD, IS_GE_TODAY_MINUS_PERIOD, IS_EQ_TODAY_MINUS_PERIOD, IS_NE_TODAY_MINUS_PERIOD, IS_LT_TODAY_MINUS_PERIOD, IS_LE_TODAY_MINUS_PERIOD
PROBAND_DB;proband.diagnoses;LONG;;;;;;;;proband.diagnoses;IS_EMPTY, IS_NOT_EMPTY, SIZE_EQ, SIZE_NE, SIZE_GT, SIZE_GE, SIZE_LT, SIZE_LE
PROBAND_DB;proband.medications.asp.name;STRING;;;;;completeAspName;;;proband.medications.asp.name;EQ, NE, LIKE, ILIKE
PROBAND_DB;proband.medications.asp.atcCodes.code;STRING;;;;;completeAspAtcCodeCode;;;proband.medications.asp.atcCodes.code;EQ, NE, LIKE, ILIKE
PROBAND_DB;proband.medications.substances.name;STRING;;;;;completeAspSubstanceName;;;proband.medications.substances.name;EQ, NE, LIKE, ILIKE
PROBAND_DB;proband.medications.start;DATE;;;;;;;;proband.medications.start;IS_NULL, EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.medications.start;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.medications.startByPeriod;IS_EQ_TODAY, IS_NE_TODAY, IS_GT_TODAY, IS_GE_TODAY, IS_LT_TODAY, IS_LE_TODAY, IS_GT_TODAY_PLUS_PERIOD, IS_GE_TODAY_PLUS_PERIOD, IS_EQ_TODAY_PLUS_PERIOD, IS_NE_TODAY_PLUS_PERIOD, IS_LT_TODAY_PLUS_PERIOD, IS_LE_TODAY_PLUS_PERIOD, IS_GT_TODAY_MINUS_PERIOD, IS_GE_TODAY_MINUS_PERIOD, IS_EQ_TODAY_MINUS_PERIOD, IS_NE_TODAY_MINUS_PERIOD, IS_LT_TODAY_MINUS_PERIOD, IS_LE_TODAY_MINUS_PERIOD
PROBAND_DB;proband.medications.stop;DATE;;;;;;;;proband.medications.stop;IS_NULL, EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.medications.stop;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.medications.stopByPeriod;IS_EQ_TODAY, IS_NE_TODAY, IS_GT_TODAY, IS_GE_TODAY, IS_LT_TODAY, IS_LE_TODAY, IS_GT_TODAY_PLUS_PERIOD, IS_GE_TODAY_PLUS_PERIOD, IS_EQ_TODAY_PLUS_PERIOD, IS_NE_TODAY_PLUS_PERIOD, IS_LT_TODAY_PLUS_PERIOD, IS_LE_TODAY_PLUS_PERIOD, IS_GT_TODAY_MINUS_PERIOD, IS_GE_TODAY_MINUS_PERIOD, IS_EQ_TODAY_MINUS_PERIOD, IS_NE_TODAY_MINUS_PERIOD, IS_LT_TODAY_MINUS_PERIOD, IS_LE_TODAY_MINUS_PERIOD
PROBAND_DB;proband.medications;LONG;;;;;;;;proband.medications;IS_EMPTY, IS_NOT_EMPTY, SIZE_EQ, SIZE_NE, SIZE_GT, SIZE_GE, SIZE_LT, SIZE_LE
PROBAND_DB;proband.procedures.code.systematics.blocks.preferredRubricLabel;STRING;;;;;completeOpsSystBlockPreferredRubricLabel;;;proband.procedures.code.systematics.blocks.preferredRubricLabel;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
PROBAND_DB;proband.procedures.code.systematics.categories.preferredRubricLabel;STRING;;;;;completeOpsSystCategoryPreferredRubricLabel;;;proband.procedures.code.systematics.categories.preferredRubricLabel;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
PROBAND_DB;proband.procedures.code.text;STRING;;;;;completeOpsCodeText;;;proband.procedures.code.text;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
PROBAND_DB;proband.procedures.code.firstCode;STRING;;;;;completeOpsCodeCode;;;proband.procedures.code.firstCode;EQ, NE, LIKE, ILIKE
PROBAND_DB;proband.procedures.start;DATE;;;;;;;;proband.procedures.start;IS_NULL, EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.procedures.start;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.procedures.startByPeriod;IS_EQ_TODAY, IS_NE_TODAY, IS_GT_TODAY, IS_GE_TODAY, IS_LT_TODAY, IS_LE_TODAY, IS_GT_TODAY_PLUS_PERIOD, IS_GE_TODAY_PLUS_PERIOD, IS_EQ_TODAY_PLUS_PERIOD, IS_NE_TODAY_PLUS_PERIOD, IS_LT_TODAY_PLUS_PERIOD, IS_LE_TODAY_PLUS_PERIOD, IS_GT_TODAY_MINUS_PERIOD, IS_GE_TODAY_MINUS_PERIOD, IS_EQ_TODAY_MINUS_PERIOD, IS_NE_TODAY_MINUS_PERIOD, IS_LT_TODAY_MINUS_PERIOD, IS_LE_TODAY_MINUS_PERIOD
PROBAND_DB;proband.procedures.stop;DATE;;;;;;;;proband.procedures.stop;IS_NULL, EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.procedures.stop;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.procedures.stopByPeriod;IS_EQ_TODAY, IS_NE_TODAY, IS_GT_TODAY, IS_GE_TODAY, IS_LT_TODAY, IS_LE_TODAY, IS_GT_TODAY_PLUS_PERIOD, IS_GE_TODAY_PLUS_PERIOD, IS_EQ_TODAY_PLUS_PERIOD, IS_NE_TODAY_PLUS_PERIOD, IS_LT_TODAY_PLUS_PERIOD, IS_LE_TODAY_PLUS_PERIOD, IS_GT_TODAY_MINUS_PERIOD, IS_GE_TODAY_MINUS_PERIOD, IS_EQ_TODAY_MINUS_PERIOD, IS_NE_TODAY_MINUS_PERIOD, IS_LT_TODAY_MINUS_PERIOD, IS_LE_TODAY_MINUS_PERIOD
PROBAND_DB;proband.procedures;LONG;;;;;;;;proband.procedures;IS_EMPTY, IS_NOT_EMPTY, SIZE_EQ, SIZE_NE, SIZE_GT, SIZE_GE, SIZE_LT, SIZE_LE
PROBAND_DB;proband.addresses.type.id;LONG;AddressType;getAllAddressTypes;getName;getId;;;;proband.addresses.type.id;EQ, NE
PROBAND_DB;proband.addresses.cityNameHash;STRING_HASH;;;;;completeCityName;;;proband.addresses.cityNameHash;EQ, NE
PROBAND_DB;proband.addresses.zipCodeHash;STRING_HASH;;;;;completeZipCode;;;proband.addresses.zipCodeHash;EQ, NE
#PROBAND_DB;proband.inquiryValues.inquiry.id;LONG;Inquiry;getAllInquiries;getUniqueName;getId;;;;proband.inquiryValues.inquiry.id;EQ, NE
PROBAND_DB;proband.inquiryValues.inquiry.id;LONG;Inquiry;;getUniqueName;;completeInquiry;ctsms.Inquiry;;proband.inquiryValues.inquiry.id;EQ, NE
#PROBAND_DB;proband.inquiryValues.inquiry.field.id;LONG;InputField;getAllInquiryInputFields;getName;getId;;;;proband.inquiryValues.inquiry.field.id;EQ, NE
PROBAND_DB;proband.inquiryValues.inquiry.field.id;LONG;InputField;;getName;;completeInquiryInputField;ctsms.InputField;;proband.inquiryValues.inquiry.field.id;EQ, NE
PROBAND_DB;proband.inquiryValues;LONG;;;;;;;;proband.inquiryValues;IS_EMPTY, IS_NOT_EMPTY, SIZE_EQ, SIZE_NE, SIZE_GT, SIZE_GE, SIZE_LT, SIZE_LE
PROBAND_DB;proband.inquiryValues.inquiry.trial.id;LONG;;;;;;;TRIAL_DB;proband.inquiryValues.inquiry.trial.id;EQ, NE
PROBAND_DB;proband.inquiryValues.modifiedTimestamp;TIMESTAMP;;;;;;;;proband.inquiryValues.modifiedTimestamp;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.inquiryValues.modifiedTimestamp;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.inquiryValues.modifiedTimestampByPeriod;IS_EQ_NOW, IS_NE_NOW, IS_GT_NOW, IS_GE_NOW, IS_LT_NOW, IS_LE_NOW, IS_GT_NOW_PLUS_PERIOD, IS_GE_NOW_PLUS_PERIOD, IS_EQ_NOW_PLUS_PERIOD, IS_NE_NOW_PLUS_PERIOD, IS_LT_NOW_PLUS_PERIOD, IS_LE_NOW_PLUS_PERIOD, IS_GT_NOW_MINUS_PERIOD, IS_GE_NOW_MINUS_PERIOD, IS_EQ_NOW_MINUS_PERIOD, IS_NE_NOW_MINUS_PERIOD, IS_LT_NOW_MINUS_PERIOD, IS_LE_NOW_MINUS_PERIOD
PROBAND_DB;proband.inquiryValues.value.stringValue;STRING;;;;;completeInputFieldTextValue;;;proband.inquiryValues.value.stringValue;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
PROBAND_DB;proband.inquiryValues.value.booleanValue;BOOLEAN;;;;;;;;proband.inquiryValues.value.booleanValue;EQ, NE
PROBAND_DB;proband.inquiryValues.value.longValue;LONG;;;;;;;;proband.inquiryValues.value.longValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.inquiryValues.value.floatValue;FLOAT;;;;;;;;proband.inquiryValues.value.floatValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.inquiryValues.value.dateValue;DATE;;;;;;;;proband.inquiryValues.value.dateValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.inquiryValues.value.dateValue;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.inquiryValues.value.dateValueByPeriod;IS_EQ_TODAY, IS_NE_TODAY, IS_GT_TODAY, IS_GE_TODAY, IS_LT_TODAY, IS_LE_TODAY, IS_GT_TODAY_PLUS_PERIOD, IS_GE_TODAY_PLUS_PERIOD, IS_EQ_TODAY_PLUS_PERIOD, IS_NE_TODAY_PLUS_PERIOD, IS_LT_TODAY_PLUS_PERIOD, IS_LE_TODAY_PLUS_PERIOD, IS_GT_TODAY_MINUS_PERIOD, IS_GE_TODAY_MINUS_PERIOD, IS_EQ_TODAY_MINUS_PERIOD, IS_NE_TODAY_MINUS_PERIOD, IS_LT_TODAY_MINUS_PERIOD, IS_LE_TODAY_MINUS_PERIOD
PROBAND_DB;proband.inquiryValues.value.timestampValue;TIMESTAMP;;;;;;;;proband.inquiryValues.value.timestampValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.inquiryValues.value.timestampValue;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.inquiryValues.value.timestampValueByPeriod;IS_EQ_NOW, IS_NE_NOW, IS_GT_NOW, IS_GE_NOW, IS_LT_NOW, IS_LE_NOW, IS_GT_NOW_PLUS_PERIOD, IS_GE_NOW_PLUS_PERIOD, IS_EQ_NOW_PLUS_PERIOD, IS_NE_NOW_PLUS_PERIOD, IS_LT_NOW_PLUS_PERIOD, IS_LE_NOW_PLUS_PERIOD, IS_GT_NOW_MINUS_PERIOD, IS_GE_NOW_MINUS_PERIOD, IS_EQ_NOW_MINUS_PERIOD, IS_NE_NOW_MINUS_PERIOD, IS_LT_NOW_MINUS_PERIOD, IS_LE_NOW_MINUS_PERIOD
PROBAND_DB;proband.inquiryValues.value.timeValue;TIME;;;;;;;;proband.inquiryValues.value.timeValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.inquiryValues.value.timeValue;LONG;;;;;;;;proband.inquiryValues.value.timeValueByHourMinute;HOUR_EQ, HOUR_GE, HOUR_GT, HOUR_LE, HOUR_LT, HOUR_NE, MINUTE_EQ, MINUTE_GE, MINUTE_GT, MINUTE_LE, MINUTE_LT, MINUTE_NE
#PROBAND_DB;proband.inquiryValues.value.selectionValues.id;LONG;InputFieldSelectionSetValue;getAllInquiryInputFieldSelectionSetValues;getUniqueName;getId;;;;proband.inquiryValues.value.selectionValues.id;EQ, NE
PROBAND_DB;proband.inquiryValues.value.selectionValues.id;LONG;InputFieldSelectionSetValue;;getUniqueName;;completeInquiryInputFieldSelectionSetValue;ctsms.InputFieldSelectionSetValue;;proband.inquiryValues.value.selectionValues.id;EQ, NE
PROBAND_DB;proband.inquiryValues.value.selectionValues.value;STRING;;;;;completeInputFieldSelectionSetValue;;;proband.inquiryValues.value.selectionValues.value;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
PROBAND_DB;proband.inquiryValues.value.selectionValues;LONG;;;;;;;;proband.inquiryValues.value.selectionValues;IS_EMPTY, IS_NOT_EMPTY, SIZE_EQ, SIZE_NE, SIZE_GT, SIZE_GE, SIZE_LT, SIZE_LE
#PROBAND_DB;proband.trialParticipations.tagValues.tag.id;LONG;ProbandListEntryTag;getAllProbandListEntryTags;getUniqueName;getId;;;;proband.trialParticipations.tagValues.tag.id;EQ, NE
PROBAND_DB;proband.trialParticipations.tagValues.tag.id;LONG;ProbandListEntryTag;;getUniqueName;;completeProbandListEntryTag;ctsms.ProbandListEntryTag;;proband.trialParticipations.tagValues.tag.id;EQ, NE
#PROBAND_DB;proband.trialParticipations.tagValues.tag.field.id;LONG;InputField;getAllProbandListEntryTagInputFields;getName;getId;;;;proband.trialParticipations.tagValues.tag.field.id;EQ, NE
PROBAND_DB;proband.trialParticipations.tagValues.tag.field.id;LONG;InputField;;getName;;completeProbandListEntryTagInputField;ctsms.InputField;;proband.trialParticipations.tagValues.tag.field.id;EQ, NE
PROBAND_DB;proband.trialParticipations.tagValues;LONG;;;;;;;;proband.trialParticipations.tagValues;IS_EMPTY, IS_NOT_EMPTY, SIZE_EQ, SIZE_NE, SIZE_GT, SIZE_GE, SIZE_LT, SIZE_LE
#PROBAND_DB;proband.trialParticipations.trial.id;LONG;;;;;;;TRIAL_DB;proband.trialParticipations.trial.id;EQ, NE
PROBAND_DB;proband.trialParticipations.tagValues.modifiedTimestamp;TIMESTAMP;;;;;;;;proband.trialParticipations.tagValues.modifiedTimestamp;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.tagValues.modifiedTimestamp;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.trialParticipations.tagValues.modifiedTimestampByPeriod;IS_EQ_NOW, IS_NE_NOW, IS_GT_NOW, IS_GE_NOW, IS_LT_NOW, IS_LE_NOW, IS_GT_NOW_PLUS_PERIOD, IS_GE_NOW_PLUS_PERIOD, IS_EQ_NOW_PLUS_PERIOD, IS_NE_NOW_PLUS_PERIOD, IS_LT_NOW_PLUS_PERIOD, IS_LE_NOW_PLUS_PERIOD, IS_GT_NOW_MINUS_PERIOD, IS_GE_NOW_MINUS_PERIOD, IS_EQ_NOW_MINUS_PERIOD, IS_NE_NOW_MINUS_PERIOD, IS_LT_NOW_MINUS_PERIOD, IS_LE_NOW_MINUS_PERIOD
PROBAND_DB;proband.trialParticipations.tagValues.value.stringValue;STRING;;;;;completeInputFieldTextValue;;;proband.trialParticipations.tagValues.value.stringValue;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
PROBAND_DB;proband.trialParticipations.tagValues.value.booleanValue;BOOLEAN;;;;;;;;proband.trialParticipations.tagValues.value.booleanValue;EQ, NE
PROBAND_DB;proband.trialParticipations.tagValues.value.longValue;LONG;;;;;;;;proband.trialParticipations.tagValues.value.longValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.tagValues.value.floatValue;FLOAT;;;;;;;;proband.trialParticipations.tagValues.value.floatValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.tagValues.value.dateValue;DATE;;;;;;;;proband.trialParticipations.tagValues.value.dateValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.tagValues.value.dateValue;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.trialParticipations.tagValues.value.dateValueByPeriod;IS_EQ_TODAY, IS_NE_TODAY, IS_GT_TODAY, IS_GE_TODAY, IS_LT_TODAY, IS_LE_TODAY, IS_GT_TODAY_PLUS_PERIOD, IS_GE_TODAY_PLUS_PERIOD, IS_EQ_TODAY_PLUS_PERIOD, IS_NE_TODAY_PLUS_PERIOD, IS_LT_TODAY_PLUS_PERIOD, IS_LE_TODAY_PLUS_PERIOD, IS_GT_TODAY_MINUS_PERIOD, IS_GE_TODAY_MINUS_PERIOD, IS_EQ_TODAY_MINUS_PERIOD, IS_NE_TODAY_MINUS_PERIOD, IS_LT_TODAY_MINUS_PERIOD, IS_LE_TODAY_MINUS_PERIOD
PROBAND_DB;proband.trialParticipations.tagValues.value.timestampValue;TIMESTAMP;;;;;;;;proband.trialParticipations.tagValues.value.timestampValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.tagValues.value.timestampValue;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.trialParticipations.tagValues.value.timestampValueByPeriod;IS_EQ_NOW, IS_NE_NOW, IS_GT_NOW, IS_GE_NOW, IS_LT_NOW, IS_LE_NOW, IS_GT_NOW_PLUS_PERIOD, IS_GE_NOW_PLUS_PERIOD, IS_EQ_NOW_PLUS_PERIOD, IS_NE_NOW_PLUS_PERIOD, IS_LT_NOW_PLUS_PERIOD, IS_LE_NOW_PLUS_PERIOD, IS_GT_NOW_MINUS_PERIOD, IS_GE_NOW_MINUS_PERIOD, IS_EQ_NOW_MINUS_PERIOD, IS_NE_NOW_MINUS_PERIOD, IS_LT_NOW_MINUS_PERIOD, IS_LE_NOW_MINUS_PERIOD
PROBAND_DB;proband.trialParticipations.tagValues.value.timeValue;TIME;;;;;;;;proband.trialParticipations.tagValues.value.timeValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.tagValues.value.timeValue;LONG;;;;;;;;proband.trialParticipations.tagValues.value.timeValueByHourMinute;HOUR_EQ, HOUR_GE, HOUR_GT, HOUR_LE, HOUR_LT, HOUR_NE, MINUTE_EQ, MINUTE_GE, MINUTE_GT, MINUTE_LE, MINUTE_LT, MINUTE_NE
#PROBAND_DB;proband.trialParticipations.tagValues.value.selectionValues.id;LONG;InputFieldSelectionSetValue;getAllProbandListEntryTagInputFieldSelectionSetValues;getUniqueName;getId;;;;proband.trialParticipations.tagValues.value.selectionValues.id;EQ, NE
PROBAND_DB;proband.trialParticipations.tagValues.value.selectionValues.id;LONG;InputFieldSelectionSetValue;;getUniqueName;;completeProbandListEntryTagInputFieldSelectionSetValue;ctsms.InputFieldSelectionSetValue;;proband.trialParticipations.tagValues.value.selectionValues.id;EQ, NE
PROBAND_DB;proband.trialParticipations.tagValues.value.selectionValues.value;STRING;;;;;completeInputFieldSelectionSetValue;;;proband.trialParticipations.tagValues.value.selectionValues.value;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
PROBAND_DB;proband.trialParticipations.tagValues.value.selectionValues;LONG;;;;;;;;proband.trialParticipations.tagValues.value.selectionValues;IS_EMPTY, IS_NOT_EMPTY, SIZE_EQ, SIZE_NE, SIZE_GT, SIZE_GE, SIZE_LT, SIZE_LE
PROBAND_DB;proband.tagValues.valueHash;STRING_HASH;;;;;;;;proband.tagValues.valueHash;EQ, NE
PROBAND_DB;proband.tagValues.tag.id;LONG;ProbandTag;getAllProbandTags;getName;getId;;;;proband.tagValues.tag.id;EQ, NE
PROBAND_DB;proband.tagValues;LONG;;;;;;;;proband.tagValues;IS_EMPTY, IS_NOT_EMPTY, SIZE_EQ, SIZE_NE, SIZE_GT, SIZE_GE, SIZE_LT, SIZE_LE
#PROBAND_DB;proband.trialParticipations.ecrfValues.ecrfField.id;LONG;ECRFField;getAllEcrfFields;getUniqueName;getId;;;;proband.trialParticipations.ecrfValues.ecrfField.id;EQ, NE
PROBAND_DB;proband.trialParticipations.ecrfValues.ecrfField.id;LONG;ECRFField;;getUniqueName;;completeEcrfField;ctsms.EcrfField;;proband.trialParticipations.ecrfValues.ecrfField.id;EQ, NE
#PROBAND_DB;proband.trialParticipations.ecrfValues.ecrfField.field.id;LONG;InputField;getAllEcrfFieldInputFields;getName;getId;;;;proband.trialParticipations.ecrfValues.ecrfField.field.id;EQ, NE
PROBAND_DB;proband.trialParticipations.ecrfValues.ecrfField.field.id;LONG;InputField;;getName;;completeEcrfFieldInputField;ctsms.InputField;;proband.trialParticipations.ecrfValues.ecrfField.field.id;EQ, NE
PROBAND_DB;proband.trialParticipations.ecrfValues;LONG;;;;;;;;proband.trialParticipations.ecrfValues;IS_EMPTY, IS_NOT_EMPTY, SIZE_EQ, SIZE_NE, SIZE_GT, SIZE_GE, SIZE_LT, SIZE_LE
#PROBAND_DB;proband.trialParticipations.trial.id;LONG;;;;;;;TRIAL_DB;proband.trialParticipations.trial.id;EQ, NE
PROBAND_DB;proband.trialParticipations.ecrfValues.modifiedTimestamp;TIMESTAMP;;;;;;;;proband.trialParticipations.ecrfValues.modifiedTimestamp;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.ecrfValues.modifiedTimestamp;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.trialParticipations.ecrfValues.modifiedTimestampByPeriod;IS_EQ_NOW, IS_NE_NOW, IS_GT_NOW, IS_GE_NOW, IS_LT_NOW, IS_LE_NOW, IS_GT_NOW_PLUS_PERIOD, IS_GE_NOW_PLUS_PERIOD, IS_EQ_NOW_PLUS_PERIOD, IS_NE_NOW_PLUS_PERIOD, IS_LT_NOW_PLUS_PERIOD, IS_LE_NOW_PLUS_PERIOD, IS_GT_NOW_MINUS_PERIOD, IS_GE_NOW_MINUS_PERIOD, IS_EQ_NOW_MINUS_PERIOD, IS_NE_NOW_MINUS_PERIOD, IS_LT_NOW_MINUS_PERIOD, IS_LE_NOW_MINUS_PERIOD
PROBAND_DB;proband.trialParticipations.ecrfValues.value.stringValue;STRING;;;;;completeInputFieldTextValue;;;proband.trialParticipations.ecrfValues.value.stringValue;EQ, NE, GT, GE, LT, LE, LIKE, ILIKE
PROBAND_DB;proband.trialParticipations.ecrfValues.value.booleanValue;BOOLEAN;;;;;;;;proband.trialParticipations.ecrfValues.value.booleanValue;EQ, NE
PROBAND_DB;proband.trialParticipations.ecrfValues.value.longValue;LONG;;;;;;;;proband.trialParticipations.ecrfValues.value.longValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.ecrfValues.value.floatValue;FLOAT;;;;;;;;proband.trialParticipations.ecrfValues.value.floatValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.ecrfValues.value.dateValue;DATE;;;;;;;;proband.trialParticipations.ecrfValues.value.dateValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.ecrfValues.value.dateValue;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.trialParticipations.ecrfValues.value.dateValueByPeriod;IS_EQ_TODAY, IS_NE_TODAY, IS_GT_TODAY, IS_GE_TODAY, IS_LT_TODAY, IS_LE_TODAY, IS_GT_TODAY_PLUS_PERIOD, IS_GE_TODAY_PLUS_PERIOD, IS_EQ_TODAY_PLUS_PERIOD, IS_NE_TODAY_PLUS_PERIOD, IS_LT_TODAY_PLUS_PERIOD, IS_LE_TODAY_PLUS_PERIOD, IS_GT_TODAY_MINUS_PERIOD, IS_GE_TODAY_MINUS_PERIOD, IS_EQ_TODAY_MINUS_PERIOD, IS_NE_TODAY_MINUS_PERIOD, IS_LT_TODAY_MINUS_PERIOD, IS_LE_TODAY_MINUS_PERIOD
PROBAND_DB;proband.trialParticipations.ecrfValues.value.timestampValue;TIMESTAMP;;;;;;;;proband.trialParticipations.ecrfValues.value.timestampValue;EQ, NE, GT, GE, LT, LE
PROBAND_DB;proband.trialParticipations.ecrfValues.value.timestampValue;STRING;VariablePeriod;getVariablePeriodsWoExplicit;getName;getPeriod.name;;;;proband.trialParticipations.ecrfValues.value.timestampValueByPeriod;IS_EQ_NOW, IS_NE_NOW, IS_GT_NOW, IS_GE_NOW, IS_LT_NOW, IS_LE_NOW, IS_GT_NOW_PLUS_PERIOD, IS_GE_NOW_PLUS_PERIOD, IS_EQ_NOW_PLUS_PERIOD, IS_NE_NOW_PLUS_PERIOD, IS_LT_NOW_PLUS_PERIOD, IS_LE_NOW_PLUS_PERIOD, IS_GT_NOW_MINUS_PERIOD, IS_GE_NOW_MINUS_PERIOD, IS_EQ_NOW_MINUS_PERIOD, IS_NE_NOW_MINUS_PERIOD, IS_LT_NOW_MINUS_PERIOD, IS_LE_NOW_MINUS_PERIOD
